recorder,recorderid,recorderlogin,identifier,ids,records,identifierid,identifierlogin,totalids
jrcagle,{1588724},{jrcagle},thebals,1,2188,{20707},{thebals},3647
Joe Gyekis,{606051},{joeg99},thebals,1,239,{20707},{thebals},3647
Tim Kleman,{787214},{birds485},thebals,1,219,{20707},{thebals},3647
benandkerstyn,{462472},{benandkerstyn},thebals,1,3456,{20707},{thebals},3647
Navin Sasikumar,{505286},{navin_sasikumar},thebals,1,1929,{20707},{thebals},3647
jeffreyaewick,{749715},{jeffreyaewick},thebals,1,216,{20707},{thebals},3647
roomthily,{442615},{roomthily},thebals,1,4783,{20707},{thebals},3647
Sam Herniman,{112785},{iamscientistsam},thebals,1,72,{20707},{thebals},3647
Lori Owenby,{263819},{loriannkayaker},thebals,1,2148,{20707},{thebals},3647
Mews,{293449},{mws},thebals,1,4323,{20707},{thebals},3647
treehugger571,{291552},{treehugger571},thebals,1,105,{20707},{thebals},3647
kimbosliced,{1566902},{kimbosliced},thedlund,1,122,{317487},{thedlund},323
Mark,,,thedlund,1,2002,{317487},{thedlund},323
Steve Fahmie,{991802},{fahmiesmf},thedlund,1,111,{317487},{thedlund},323
James Steamer,{25760},{jimsteamer},Theo Damen,1,308,{777244},{theo_damen},58
Michael Dawber,{113368},{ursus_arctos},Thilo Krueger,1,1251,{764897},{thilokrueger},1337
Bob,,,Thilo Krueger,1,886,{764897},{thilokrueger},1337
wiz458,{775229},{wiz458},Thilo Krueger,1,88,{764897},{thilokrueger},1337
thesnaguy,{132961},{thesnaguy},Thilo Krueger,1,184,{764897},{thilokrueger},1337
James Steamer,{25760},{jimsteamer},Thilo Krueger,1,308,{764897},{thilokrueger},1337
Janet Wright,{56162},{janetwright},Thilo Krueger,1,3390,{764897},{thilokrueger},1337
Colin Kremer,{124289},{ctkremer},Thilo Krueger,1,88,{764897},{thilokrueger},1337
Lori Owenby,{263819},{loriannkayaker},Thilo Krueger,1,2148,{764897},{thilokrueger},1337
Lisa Wiencek Gerbec,{245338},{lisa63},Thilo Krueger,1,1343,{764897},{thilokrueger},1337
Billi Krochuk,{1099096},{billikrochuk},Thilo Krueger,1,182,{764897},{thilokrueger},1337
albach,{726060},{albach},Thilo Krueger,1,121,{764897},{thilokrueger},1337
chrisfrazier,{658509},{chrisfrazier},Thilo Krueger,1,160,{764897},{thilokrueger},1337
raphael1c,{617600},{raphael1c},Thomas Koffel,1,188,{320666},{tkoffel},4834
meltemi,{1603606},{meltemi},Thomas Koffel,1,3,{320666},{tkoffel},4834
Mike Benard,{127104},{mfbenard},Thomas Koffel,1,408,{320666},{tkoffel},4834
Mews,{293449},{mws},Thomas Koffel,1,4323,{320666},{tkoffel},4834
chrisfrazier,{658509},{chrisfrazier},Thomas Koffel,1,160,{320666},{tkoffel},4834
Daniel Onea,{659740},{dalien},Thomas Koffel,1,2369,{320666},{tkoffel},4834
benandkerstyn,{462472},{benandkerstyn},Thomas Koffel,1,3456,{320666},{tkoffel},4834
roomthily,{442615},{roomthily},Thomas Koffel,1,4783,{320666},{tkoffel},4834
catchang,{179103},{catchang},Thomas Koffel,1,4465,{320666},{tkoffel},4834
treehugger571,{291552},{treehugger571},Thomas Koffel,1,105,{320666},{tkoffel},4834
asgreen,{560446},{asgreen},Tim Kleman,1,582,{787214},{birds485},395
Mike Benard,{127104},{mfbenard},Tim Kleman,1,408,{787214},{birds485},395
wiz458,{775229},{wiz458},Tim Kleman,1,88,{787214},{birds485},395
Amy Balog,{1500010},{amy11thhour},Tim Kleman,1,321,{787214},{birds485},395
benandkerstyn,{462472},{benandkerstyn},Timothy Frey,1,3456,{1878779},{calconey},679
Navin Sasikumar,{505286},{navin_sasikumar},Timothy Frey,1,1929,{1878779},{calconey},679
Daniel Onea,{659740},{dalien},Timothy Frey,1,2369,{1878779},{calconey},679
Jack Coulter,{1920837},{jackc210},Timothy Frey,1,1887,{1878779},{calconey},679
raphael1c,{617600},{raphael1c},Timothy Frey,1,188,{1878779},{calconey},679
Nicholas Sly,{393377},{pagophila},Timothy Frey,1,1500,{1878779},{calconey},679
Daniel Onea,{659740},{dalien},Timothy Reichard,1,2369,{17932},{treichard},6272
Ken Rosenthal,{192858},{krosenthal},Timothy Reichard,1,3725,{17932},{treichard},6272
Mark,,,Timothy Reichard,1,2002,{17932},{treichard},6272
racher,{902769},{racher},Tom Norton,1,128,{175837},{tsn},6872
julieg44,{703495},{julieg44},Tom Norton,1,85,{175837},{tsn},6872
tainalitwak,{1659933},{tainalitwak},Tom Norton,1,17,{175837},{tsn},6872
Cliff Hirst,{310517},{cliffh},Tom Norton,1,33,{175837},{tsn},6872
Lori Owenby,{263819},{loriannkayaker},Tom Norton,1,2148,{175837},{tsn},6872
wiz458,{775229},{wiz458},Tom Norton,1,88,{175837},{tsn},6872
Janet Wright,{56162},{janetwright},Tom Norton,1,3390,{175837},{tsn},6872
cookiedog,{1546114},{cookiedog},Tom Norton,1,6,{175837},{tsn},6872
Kristina Victoreen,,,Tom Norton,1,515,{175837},{tsn},6872
caleblumsden,{1527345},{caleblumsden},Tom Norton,1,89,{175837},{tsn},6872
jacobjm,{1808723},{jacobjm},Tom Norton,1,57,{175837},{tsn},6872
chrisfrazier,{658509},{chrisfrazier},Tom Norton,1,160,{175837},{tsn},6872
Eric Knight,{23016},{knightericm},Tom Norton,1,1882,{175837},{tsn},6872
sarah caitlin williams,{903503},{sarahwill412},Tom Norton,1,156,{175837},{tsn},6872
Jordan Haber,{383182},{swampmonster7},Tom Norton,1,384,{175837},{tsn},6872
Genevieve Sicree,{752892},{bluebird81},Tom Norton,1,52,{175837},{tsn},6872
goldbug,{336392},{goldbug},Tom Norton,1,46,{175837},{tsn},6872
Bob,,,Tom Norton,1,886,{175837},{tsn},6872
bernicez,{1045823},{bernicez},Tom Norton,1,225,{175837},{tsn},6872
Michael Dawber,{113368},{ursus_arctos},Tom Norton,1,1251,{175837},{tsn},6872
Melissa McMasters,{90723},{mmcmasters},Tom Norton,1,1472,{175837},{tsn},6872
ajalat,{791077},{ajalat},Tom Norton,1,5,{175837},{tsn},6872
erin oneill,{182568},{eeoneill},Tom Norton,1,41,{175837},{tsn},6872
Cherie Cornmesser,{919255},{cheriecornmesser},Ty Sharrow,1,445,,,935
Lisa Wiencek Gerbec,{245338},{lisa63},Ty Sharrow,1,1343,,,935
racher,{902769},{racher},Ty Sharrow,1,128,,,935
SCNuss,{122566},{scnuss},Ty Sharrow,1,60,,,935
Jonathan (JC) Carpenter,{15723},{reallifeecology},Ty Sharrow,1,1892,,,935
Mark,,,Ty Sharrow,1,2002,,,935
choirmaster2000,{1418407},{choirmaster2000},Ty Sharrow,1,46,,,935
raphael1c,{617600},{raphael1c},Ty Sharrow,1,188,,,935
Daniel Onea,{659740},{dalien},uconnbirdfish,1,2369,,,1267
bvasko,{413331},{vaskointeractv},uconnbirdfish,1,98,,,1267
Merav Vonshak,{34038},{merav},uconnbirdfish,1,5618,,,1267
Charlie Hohn,{2179},{charlie},uconnbirdfish,1,4342,,,1267
Jack Coulter,{1920837},{jackc210},uconnbirdfish,1,1887,,,1267
Jonathan (JC) Carpenter,{15723},{reallifeecology},uconnbirdfish,1,1892,,,1267
catchang,{179103},{catchang},uconnbirdfish,1,4465,,,1267
Ailfe Giggles,{1133344},{ailfegiggles},uconnbirdfish,1,623,,,1267
wiz458,{775229},{wiz458},uconnbirdfish,1,88,,,1267
Jack Coulter,{1920837},{jackc210},Valia Pavlou,1,1887,{1441483},{karakaxa},3856
Cherie Cornmesser,{919255},{cheriecornmesser},Valia Pavlou,1,445,{1441483},{karakaxa},3856
benandkerstyn,{462472},{benandkerstyn},Valia Pavlou,1,3456,{1441483},{karakaxa},3856
Navin Sasikumar,{505286},{navin_sasikumar},Valia Pavlou,1,1929,{1441483},{karakaxa},3856
James Steamer,{25760},{jimsteamer},Valia Pavlou,1,308,{1441483},{karakaxa},3856
Jonathan (JC) Carpenter,{15723},{reallifeecology},Valia Pavlou,1,1892,{1441483},{karakaxa},3856
jody klocko,{1108556},{jody41},Valia Pavlou,1,260,{1441483},{karakaxa},3856
Daniel Onea,{659740},{dalien},Valia Pavlou,1,2369,{1441483},{karakaxa},3856
cziegler,{638907},{cziegler},Valia Pavlou,1,92,{1441483},{karakaxa},3856
Ailfe Giggles,{1133344},{ailfegiggles},Valia Pavlou,1,623,{1441483},{karakaxa},3856
Charlie Hohn,{2179},{charlie},Valia Pavlou,1,4342,{1441483},{karakaxa},3856
cstobie,{956156},{cstobie},Valia Pavlou,1,475,{1441483},{karakaxa},3856
Charlie Hohn,{2179},{charlie},Wendelyn Bolles,1,4342,{1453413},{wendelyns},265
Janet Wright,{56162},{janetwright},Will Van Hemessen,1,3390,{187480},{wdvanhem},7004
kaarakallen,{308439},{kaarakallen},Will Van Hemessen,1,33,{187480},{wdvanhem},7004
Heather Holm,{723565},{heatherholm},Will Van Hemessen,1,654,{187480},{wdvanhem},7004
Samantha Leigh,{581732},{samthuja},Will Van Hemessen,1,294,{187480},{wdvanhem},7004
Merav Vonshak,{34038},{merav},Will Van Hemessen,1,5618,{187480},{wdvanhem},7004
va_school_gardener,{1593184},{va_school_gardener},Will Van Hemessen,1,26,{187480},{wdvanhem},7004
Daniel Onea,{659740},{dalien},Will Van Hemessen,1,2369,{187480},{wdvanhem},7004
Jack Coulter,{1920837},{jackc210},Will Van Hemessen,1,1887,{187480},{wdvanhem},7004
isoldemueller,{1787273},{isoldemueller},Will Van Hemessen,1,173,{187480},{wdvanhem},7004
kelpfish,{95919},{kelpfish},Will Van Hemessen,1,286,{187480},{wdvanhem},7004
Mark,,,William (Bill) Reynolds,1,2002,,,548
Lori Owenby,{263819},{loriannkayaker},William (Bill) Reynolds,1,2148,,,548
Tim Kleman,{787214},{birds485},William (Bill) Reynolds,1,219,,,548
Colleen Burgess Crank,{1432677},{colleenburgesscrank},William (Bill) Reynolds,1,545,,,548
Samantha Leigh,{581732},{samthuja},William (Bill) Reynolds,1,294,,,548
Scot Magnotta,{1052907},{hikerguy150},William (Bill) Reynolds,1,485,,,548
julieg44,{703495},{julieg44},Zane Roskoph,1,85,,,730
Kristina Victoreen,,,Zane Roskoph,1,515,,,730
Jordan Haber,{383182},{swampmonster7},Zane Roskoph,1,384,,,730
sarah caitlin williams,{903503},{sarahwill412},Zane Roskoph,1,156,,,730
SCNuss,{122566},{scnuss},Zygy,1,60,{13405},{zygy},366
Jim Lemon,{395663},{jimlem},aaronr,1,3747,{1151838},{aaronr},3233
Emily,,,aaronr,1,1163,{1151838},{aaronr},3233
hhoward7,{1481694},{hhoward7},aaronr,1,936,{1151838},{aaronr},3233
Zack Graham,{1566635},{zgraham1994},aaronr,1,445,{1151838},{aaronr},3233
rilockguy,{1575287},{rilockguy},aaronr,1,284,{1151838},{aaronr},3233
Jason J. Dombroskie,{574531},{jasondombroskie},aaronr,1,1669,{1151838},{aaronr},3233
MaLisa Spring,{242224},{malisaspring},aaronr,1,1766,{1151838},{aaronr},3233
Zygy,{13405},{zygy},aaronr,1,441,{1151838},{aaronr},3233
lynnerop,{1686523},{lynnerop},aaronr,1,253,{1151838},{aaronr},3233
Greg Lasley,{9706},{greglasley},aaronr,1,5088,{1151838},{aaronr},3233
Hippytiger,{714230},{hippytiger2u},aaronr,1,183,{1151838},{aaronr},3233
Even Dankowicz,{165078},{edanko},aaronr,1,4890,{1151838},{aaronr},3233
James Pagé,{88665},{jpage_cwf},aaronr,1,267,{1151838},{aaronr},3233
Joe Bartok,{584526},{joebartok},aaronr,1,4025,{1151838},{aaronr},3233
keesling3,{796109},{keesling3},aaronr,1,259,{1151838},{aaronr},3233
joannerusso,{6624},{joannerusso},aaronr,1,1881,{1151838},{aaronr},3233
Kelly Krechmer,,,aaronr,1,1331,{1151838},{aaronr},3233
Erik Attaway,{151498},{eattaway92},aaronr,1,1261,{1151838},{aaronr},3233
kathawk,{300278},{kathawk},Adam Kranz,1,2172,{1673632},{megachile},3119
Katja Schulz,{3785},{treegrow},Adam Kranz,1,1431,{1673632},{megachile},3119
Nate Martineau,,,Adam Kranz,1,2759,{1673632},{megachile},3119
Kelly Krechmer,,,Adam Kranz,1,1331,{1673632},{megachile},3119
brnhn,{1762669},{brnhn},Adam Kranz,1,245,{1673632},{megachile},3119
Will Pollard,{112822},{billmiky},Adam Kranz,1,25,{1673632},{megachile},3119
rayrob,{463085},{rayrob},Adam Kranz,1,3042,{1673632},{megachile},3119
Tom Norton,{175837},{tsn},Adam Kranz,1,1053,{1673632},{megachile},3119
Kyle Jones,,,Adam Kranz,1,309,{1673632},{megachile},3119
Erik Attaway,{151498},{eattaway92},Adam Kranz,1,1261,{1673632},{megachile},3119
Zack Graham,{1566635},{zgraham1994},Adele Philippides,1,445,{2045841},{aphili8},327
Daniel McClosky,{755672},{ddennism},Adele Philippides,1,572,{2045841},{aphili8},327
Frank Izaguirre,{154438},{birdizlife},Adele Philippides,1,2251,{2045841},{aphili8},327
ev-aubrey,{1497401},{ev-aubrey},Adele Philippides,1,38,{2045841},{aphili8},327
Hippytiger,{714230},{hippytiger2u},Adele Philippides,1,183,{2045841},{aphili8},327
ccbearqst,{1777640},{ccbearqst},Adele Philippides,1,14,{2045841},{aphili8},327
Frank Izaguirre,{154438},{birdizlife},albach,1,2251,{726060},{albach},2311
Erik Attaway,{151498},{eattaway92},albach,1,1261,{726060},{albach},2311
Tom Norton,{175837},{tsn},albach,1,1053,{726060},{albach},2311
Hippytiger,{714230},{hippytiger2u},albach,1,183,{726060},{albach},2311
Nate Martineau,,,albach,1,2759,{726060},{albach},2311
Shaun M. McCoshum,{105431},{shaunmichael},albach,1,2955,{726060},{albach},2311
Kelly Kines Crawford,{16351},{simmentalover},albach,1,210,{726060},{albach},2311
Kelly Krechmer,,,albach,1,1331,{726060},{albach},2311
Carya Cornell,{23949},{carya_spp},albach,1,40,{726060},{albach},2311
Bobby McCabe,{516268},{bobby23},albach,1,1081,{726060},{albach},2311
Linda,,,albach,1,1222,{726060},{albach},2311
gypsyfeet,{1633642},{gypsyfeet},albach,1,33,{726060},{albach},2311
michael7debra,{1584143},{michael7debra},albach,1,19,{726060},{albach},2311
Jason J. Dombroskie,{574531},{jasondombroskie},albach,1,1669,{726060},{albach},2311
Rebecca Cowser,,,albach,1,253,{726060},{albach},2311
Graham Buck,{519038},{g_buck},albach,1,1693,{726060},{albach},2311
Don Shump,{1025800},{donphilabeeco},albach,1,59,{726060},{albach},2311
Pete Woods,{2470},{pete_woods},albach,1,1198,{726060},{albach},2311
jonkat,{1107860},{jonkat},albach,1,25,{726060},{albach},2311
Elliot Greiner,{292489},{elliotgreiner},Alex,1,3950,,,1408
Greg Lasley,{9706},{greglasley},Alex,1,5088,,,1408
rilockguy,{1575287},{rilockguy},Alex,1,284,,,1408
Damon Tighe,{3494},{damontighe},Alex Abair,1,4825,{434305},{alex_abair},1956
Pete Woods,{2470},{pete_woods},Alex Abair,1,1198,{434305},{alex_abair},1956
Andy Newman,{56498},{anewman},Alex Abair,1,1540,{434305},{alex_abair},1956
Alex Wright,{205278},{ajwright},Alex Abair,1,942,{434305},{alex_abair},1956
brnhn,{1762669},{brnhn},Alex Abair,1,245,{434305},{alex_abair},1956
Carolyn Waters,{292555},{carolynwaters},Alex Abair,1,219,{434305},{alex_abair},1956
C. Mae Jones,{553261},{hilbillyhippie},Alex Abair,1,72,{434305},{alex_abair},1956
Graham Buck,{519038},{g_buck},Alex Abair,1,1693,{434305},{alex_abair},1956
Hippytiger,{714230},{hippytiger2u},Alex Abair,1,183,{434305},{alex_abair},1956
Kelly Krechmer,,,Alex Abair,1,1331,{434305},{alex_abair},1956
ndgarcia,{2154909},{ndgarcia},Alex Abair,1,26,{434305},{alex_abair},1956
Annie Evankow,{336491},{annie_evankow},Alex Wright,1,653,{205278},{ajwright},4980
Graham Buck,{519038},{g_buck},Alex Wright,1,1693,{205278},{ajwright},4980
ev-aubrey,{1497401},{ev-aubrey},Alex Wright,1,38,{205278},{ajwright},4980
Jason J. Dombroskie,{574531},{jasondombroskie},Alexander Boldyrev,1,1669,{1322096},{insectamo},786
Kyle Jones,,,Alexander Boldyrev,1,309,{1322096},{insectamo},786
Rebecca Cowser,,,Alexander Boldyrev,1,253,{1322096},{insectamo},786
Bill stitt,{59817},{camelcreek},Alexander Boldyrev,1,1019,{1322096},{insectamo},786
Patrick Hanly,{473359},{hanly},Alison Anastasio,1,172,{270},{partspermillion},133
hhoward7,{1481694},{hhoward7},Andrea Kautz,1,936,{501773},{andreakautz},141
nevaehferguson2004,{1699369},{nevaehferguson2004},Andrew Core,1,5,{523371},{andrewcore},1400
Annie Evankow,{336491},{annie_evankow},Andrew Core,1,653,{523371},{andrewcore},1400
Zack Graham,{1566635},{zgraham1994},Andrew Core,1,445,{523371},{andrewcore},1400
lterrill,{898864},{lterrill},Andrew Core,1,60,{523371},{andrewcore},1400
C. Mallory,{275891},{psyllidhipster},Andrew Core,1,2377,{523371},{andrewcore},1400
Damon Tighe,{3494},{damontighe},Andrew Core,1,4825,{523371},{andrewcore},1400
Elliot Greiner,{292489},{elliotgreiner},Andrew Meeds,1,3950,{917390},{ameeds},2448
Carolyn Waters,{292555},{carolynwaters},Andrew Meeds,1,219,{917390},{ameeds},2448
jerr17,{12631},{jerr17},Andrew Meeds,1,76,{917390},{ameeds},2448
Lily M,,,Andrew Meeds,1,2701,{917390},{ameeds},2448
Andy Newman,{56498},{anewman},Andrew Meeds,1,1540,{917390},{ameeds},2448
lynnerop,{1686523},{lynnerop},Andrew Meeds,1,253,{917390},{ameeds},2448
MaLisa Spring,{242224},{malisaspring},Andrew Meeds,1,1766,{917390},{ameeds},2448
Greg Lasley,{9706},{greglasley},Andrew Meeds,1,5088,{917390},{ameeds},2448
Zack Graham,{1566635},{zgraham1994},Andrew Meeds,1,445,{917390},{ameeds},2448
Even Dankowicz,{165078},{edanko},Andrew Meeds,1,4890,{917390},{ameeds},2448
Dr. Alison Northup,{438488},{alisonnorthup},Andy Newman,1,3439,{56498},{anewman},1554
Daniel McClosky,{755672},{ddennism},Angela Coco,1,572,{1816829},{acoco},49
Zygy,{13405},{zygy},animalview29,1,441,{1111376},{animalview29},875
Bonnie Semmling,{1783503},{mertensia},animalview29,1,534,{1111376},{animalview29},875
katydid,{4795},{katydid},animalview29,1,81,{1111376},{animalview29},875
Jason J. Dombroskie,{574531},{jasondombroskie},animalview29,1,1669,{1111376},{animalview29},875
Alex Lamoreaux,{114140},{alexlamoreaux},animalview29,1,1310,{1111376},{animalview29},875
Victor W Fazio III,{13444},{vicfazio3},animalview29,1,7523,{1111376},{animalview29},875
racheljward,{1718035},{racheljward},Anne Bekker,1,38,,,312
lynnerop,{1686523},{lynnerop},Anne Bekker,1,253,,,312
Sherry Pomelear,{581403},{sherry18},Anne Bekker,1,38,,,312
ev-aubrey,{1497401},{ev-aubrey},Anne Bekker,1,38,,,312
Pete Woods,{2470},{pete_woods},arethusa,1,1198,{250191},{arethusa},3002
C. Mallory,{275891},{psyllidhipster},arethusa,1,2377,{250191},{arethusa},3002
Emily,,,arethusa,1,1163,{250191},{arethusa},3002
Bob Holmes,{1507305},{oxfordbob},arethusa,1,8,{250191},{arethusa},3002
Kyle Jones,,,arethusa,1,309,{250191},{arethusa},3002
Andrea Kautz,{501773},{andreakautz},arethusa,1,161,{250191},{arethusa},3002
Alex Wright,{205278},{ajwright},arethusa,1,942,{250191},{arethusa},3002
katydid,{4795},{katydid},arethusa,1,81,{250191},{arethusa},3002
Hippytiger,{714230},{hippytiger2u},arethusa,1,183,{250191},{arethusa},3002
Max,,,arethusa,1,154,{250191},{arethusa},3002
Erik Attaway,{151498},{eattaway92},arethusa,1,1261,{250191},{arethusa},3002
Frank Izaguirre,{154438},{birdizlife},arethusa,1,2251,{250191},{arethusa},3002
Kelly Krechmer,,,Arturo Santos,1,1331,,,2047
jerr17,{12631},{jerr17},Arturo Santos,1,76,,,2047
C. Mallory,{275891},{psyllidhipster},Arturo Santos,1,2377,,,2047
Alex Lamoreaux,{114140},{alexlamoreaux},Arturo Santos,1,1310,,,2047
Grant Schiermeyer,,,Arturo Santos,1,6,,,2047
Bill stitt,{59817},{camelcreek},Arturo Santos,1,1019,,,2047
Pete Woods,{2470},{pete_woods},Arturo Santos,1,1198,,,2047
Rebecca Cowser,,,Arturo Santos,1,253,,,2047
Rebecca Ray,{306991},{tigerbb},Arturo Santos,1,103,,,2047
aaronr,{1151838},{aaronr},Arturo Santos,1,580,,,2047
Andy Newman,{56498},{anewman},Arturo Santos,1,1540,,,2047
mikebeam,{900679},{mikebeam},askalotl,1,173,{963904},{askalotl},795
Erik Attaway,{151498},{eattaway92},b_coulter,1,1261,{15770},{b_coulter},1002
Chuck Cooper,{101507},{chuck522},b_coulter,1,65,{15770},{b_coulter},1002
Hippytiger,{714230},{hippytiger2u},b_coulter,1,183,{15770},{b_coulter},1002
Mark Nenadov,{117089},{marknenadov},b_coulter,1,589,{15770},{b_coulter},1002
rayrob,{463085},{rayrob},b_coulter,1,3042,{15770},{b_coulter},1002
Zack Graham,{1566635},{zgraham1994},b_coulter,1,445,{15770},{b_coulter},1002
drcrawdad,{461935},{drcrawdad},b_coulter,1,69,{15770},{b_coulter},1002
rilockguy,{1575287},{rilockguy},b_coulter,1,284,{15770},{b_coulter},1002
Grant Schiermeyer,,,b_coulter,1,6,{15770},{b_coulter},1002
katarinapittis,{1653027},{katarinapittis},Barbara L. Wilson,1,17,{1309897},{sedgequeen},5495
Bobby McCabe,{516268},{bobby23},Barbara L. Wilson,1,1081,{1309897},{sedgequeen},5495
Shaun M. McCoshum,{105431},{shaunmichael},Barbara L. Wilson,1,2955,{1309897},{sedgequeen},5495
tipsywithwater,{1028073},{tipsywithwater},Barbara L. Wilson,1,72,{1309897},{sedgequeen},5495
Even Dankowicz,{165078},{edanko},Barbara L. Wilson,1,4890,{1309897},{sedgequeen},5495
Lily M,,,Barbara L. Wilson,1,2701,{1309897},{sedgequeen},5495
Zack Graham,{1566635},{zgraham1994},Barbara L. Wilson,1,445,{1309897},{sedgequeen},5495
sydthesquid,{1592710},{sydthesquid},Barbara L. Wilson,1,4,{1309897},{sedgequeen},5495
Jeff Chapman,{746541},{woodridgejeff},Barbara L. Wilson,1,1101,{1309897},{sedgequeen},5495
Jason J. Dombroskie,{574531},{jasondombroskie},Barbara L. Wilson,1,1669,{1309897},{sedgequeen},5495
MaLisa Spring,{242224},{malisaspring},Barbara L. Wilson,1,1766,{1309897},{sedgequeen},5495
Graham Buck,{519038},{g_buck},Barbara L. Wilson,1,1693,{1309897},{sedgequeen},5495
ghstecar,{1598842},{ghstecar},Barbara L. Wilson,1,17,{1309897},{sedgequeen},5495
Elliot Greiner,{292489},{elliotgreiner},benandkerstyn,1,3950,{462472},{benandkerstyn},3630
Even Dankowicz,{165078},{edanko},benandkerstyn,1,4890,{462472},{benandkerstyn},3630
ghstecar,{1598842},{ghstecar},bernicez,1,17,{1045823},{bernicez},211
Rebecca Cowser,,,Bill,1,253,,,870
Even Dankowicz,{165078},{edanko},Bill,1,4890,,,870
MaLisa Spring,{242224},{malisaspring},Bill,1,1766,,,870
Zack Graham,{1566635},{zgraham1994},Bill Carrell,1,445,,,985
MaLisa Spring,{242224},{malisaspring},Bill Carrell,1,1766,,,985
Emily,,,Bill Carrell,1,1163,,,985
Shaun M. McCoshum,{105431},{shaunmichael},Bill Carrell,1,2955,,,985
Elliot Greiner,{292489},{elliotgreiner},Bill Carrell,1,3950,,,985
Will Van Hemessen,{187480},{wdvanhem},Bill Carrell,1,1833,,,985
rilockguy,{1575287},{rilockguy},Bill Schaaf,1,284,{931389},{hoaryherper},587
MaLisa Spring,{242224},{malisaspring},Bill Schaaf,1,1766,{931389},{hoaryherper},587
Bobby McCabe,{516268},{bobby23},Bill Schaaf,1,1081,{931389},{hoaryherper},587
Annie Evankow,{336491},{annie_evankow},Bill Schaaf,1,653,{931389},{hoaryherper},587
Jeff Chapman,{746541},{woodridgejeff},Blake Pagnier,1,1101,{1749181},{bpagnier},902
keesling3,{796109},{keesling3},Blake Pagnier,1,259,{1749181},{bpagnier},902
Elliot Greiner,{292489},{elliotgreiner},Blake Pagnier,1,3950,{1749181},{bpagnier},902
aaronr,{1151838},{aaronr},blocky,1,580,,,1170
Katja Schulz,{3785},{treegrow},blocky,1,1431,,,1170
kathawk,{300278},{kathawk},blocky,1,2172,,,1170
Erik Attaway,{151498},{eattaway92},blocky,1,1261,,,1170
Andrea Kautz,{501773},{andreakautz},blocky,1,161,,,1170
Rebecca Ray,{306991},{tigerbb},blocky,1,103,,,1170
Frank Izaguirre,{154438},{birdizlife},blocky,1,2251,,,1170
rayrob,{463085},{rayrob},blocky,1,3042,,,1170
hhoward7,{1481694},{hhoward7},blocky,1,936,,,1170
Mark Nenadov,{117089},{marknenadov},blocky,1,589,,,1170
Kelly Krechmer,,,blocky,1,1331,,,1170
Lily M,,,Bobby McCabe,1,2701,{516268},{bobby23},1210
Greg Lasley,{9706},{greglasley},Bobby McCabe,1,5088,{516268},{bobby23},1210
Graham Buck,{519038},{g_buck},bobbyfingers,1,1693,{769610},{bobbyfingers},6331
Randy A Nonenmacher,{224113},{nonenmac},bobbyfingers,1,570,{769610},{bobbyfingers},6331
aaronr,{1151838},{aaronr},bobbyfingers,1,580,{769610},{bobbyfingers},6331
napoleon1799,{762836},{napoleon1799},bobbyfingers,1,300,{769610},{bobbyfingers},6331
Erik Attaway,{151498},{eattaway92},bobbyfingers,1,1261,{769610},{bobbyfingers},6331
Greg Lasley,{9706},{greglasley},bobbyfingers,1,5088,{769610},{bobbyfingers},6331
gypsyfeet,{1633642},{gypsyfeet},bobbyfingers,1,33,{769610},{bobbyfingers},6331
Jeff Chapman,{746541},{woodridgejeff},bobbyfingers,1,1101,{769610},{bobbyfingers},6331
John Plischke,{477643},{johnplischke},bobbyfingers,1,471,{769610},{bobbyfingers},6331
Kyle Jones,,,bobbyfingers,1,309,{769610},{bobbyfingers},6331
Kim Tomlinson Baker,{35387},{kimkbaer},bobbyfingers,1,26,{769610},{bobbyfingers},6331
Alex Wright,{205278},{ajwright},bobbyfingers,1,942,{769610},{bobbyfingers},6331
Andy Newman,{56498},{anewman},bobbyfingers,1,1540,{769610},{bobbyfingers},6331
Chuck Cooper,{101507},{chuck522},bobbyfingers,1,65,{769610},{bobbyfingers},6331
Zygy,{13405},{zygy},bobbyfingers,1,441,{769610},{bobbyfingers},6331
Even Dankowicz,{165078},{edanko},bobbyfingers,1,4890,{769610},{bobbyfingers},6331
spresogna,{428097},{spresogna},bobbyfingers,1,189,{769610},{bobbyfingers},6331
Bobby McCabe,{516268},{bobby23},bobbyfingers,1,1081,{769610},{bobbyfingers},6331
katydid,{4795},{katydid},bobbyfingers,1,81,{769610},{bobbyfingers},6331
Elliot Greiner,{292489},{elliotgreiner},bobbyfingers,1,3950,{769610},{bobbyfingers},6331
Bill stitt,{59817},{camelcreek},bobbyfingers,1,1019,{769610},{bobbyfingers},6331
Kelly Krechmer,,,Bonnie Semmling,1,1331,{1783503},{mertensia},850
Andy Newman,{56498},{anewman},Bonnie Semmling,1,1540,{1783503},{mertensia},850
Linda,,,Bonnie Semmling,1,1222,{1783503},{mertensia},850
Frank Izaguirre,{154438},{birdizlife},Bonnie Semmling,1,2251,{1783503},{mertensia},850
Pete Woods,{2470},{pete_woods},Bonnie Semmling,1,1198,{1783503},{mertensia},850
hhoward7,{1481694},{hhoward7},borisb,1,936,,,10282
Greg Lasley,{9706},{greglasley},borisb,1,5088,,,10282
Graham Buck,{519038},{g_buck},borisb,1,1693,,,10282
Elliot Greiner,{292489},{elliotgreiner},borisb,1,3950,,,10282
salenhart,{1372396},{salenhart},borisb,1,45,,,10282
