sciname,comname,category,value
Scolytini,Typical Bark Beetles,Insecta,1
Scopula ancellata,Angled Wave,Insecta,1
Scutelleridae,Jewel Bugs,Insecta,1
Scymnus loewii,Loew's Lady Beetle,Insecta,1
Scyphophorus acupunctatus,Sisal Weevil,Insecta,1
Selaginella rupincola,spikemosses,Plantae,1
Selasphorus rufus,Rufous Hummingbird,Aves,1
Selenisa sueroides,Pale-edged Selenisa,Insecta,1
Senecio wootonii,Wooton's ragwort,Plantae,1
Senna hirsuta,hairy senna,Plantae,1
Senna wislizeni,Wislizenus' Senna,Plantae,1
Sesiidae,Clearwing Moths,Insecta,1
Setophaga nigrescens,Black-throated Gray Warbler,Aves,1
Setophaga occidentalis,Hermit Warbler,Aves,1
Sialia mexicana,Western Bluebird,Aves,1
Silene antirrhina,sleepy catchfly,Plantae,1
Siphonaptera,Fleas,Insecta,1
Sitta pygmaea,Pygmy Nuthatch,Aves,1
Smerinthus,Eyed Hawkmoths,Insecta,1
Smerinthus saliceti,Salicet Sphinx,Animalia,1
Solidago wrightii,Wright's goldenrod,Plantae,1
Sonorella clappi,Madera Talussnail,Mollusca,1
Sphaenothecus bilineatus,Double-banded Bycid,Animalia,1
Sphaeralcea fendleri,Fendler's globemallow,Plantae,1
Sphaeroceridae,Lesser Dung Flies,Insecta,1
Sphinx chersis,Great Ash Sphinx,Insecta,1
Spinus psaltria,Lesser Goldfinch,Aves,1
Spissistilus festinus,Three-cornered Alfalfa Hopper,Insecta,1
Spizella atrogularis,Black-chinned Sparrow,Aves,1
Spodoptera frugiperda,Fall Armyworm Moth,Insecta,1
Stagmomantis californica,California Mantis,Insecta,1
Steatoda,False Widow Spiders,Arachnida,1
Stenopelmatus,Jerusalem Crickets,Insecta,1
Strategus,Ox Beetles,Insecta,1
Streptanthus carinatus arizonicus,Arizona jewelflower,Plantae,1
Streptopelia decaocto,Eurasian Collared-Dove,Aves,1
Sturnus vulgaris,European Starling,Aves,1
Sympistis perscripta,Scribbled Sallow,Insecta,1
Tabanidae,Horse and Deer Flies,Insecta,1
Tabanus,True Horse Flies,Insecta,1
Tachinini,Tachinine Flies,Insecta,1
Tachycineta bicolor,Tree Swallow,Aves,1
Tachyporinae,Crab-like Rove Beetles,Insecta,1
Taedia maculosa,Plant Bugs,Insecta,1
Tagetes lemmonii,Lemmon's marigold,Plantae,1
Tamalia,Ericaceous Gall Aphids,Insecta,1
Tamalia coweni,Manzanita Leafgall Aphid,Insecta,1
Tathorhynchus exsiccata,Alfalfa Looper Moth,Insecta,1
Taygete attributella,Triangle-marked Twirler Moth,Insecta,1
Temnoscheila chlorodia,Pine Trogossitid Beetle,Insecta,1
Temnothorax,Acorn Ants,Insecta,1
Termitinae,True Termites,Insecta,1
Termitoidae,Termites,Insecta,1
Tettigoniidae,Katydids,Insecta,1
Tettigonioidea,Katydids and Allies,Insecta,1
Tetyra bipunctata,shield-backed pine seed bug,Insecta,1
Theridiidae,Cobweb Spiders,Arachnida,1
Thomomys bottae,Botta's Pocket Gopher,Mammalia,1
Thorybes pylades,Northern Cloudywing,Insecta,1
Thryomanes bewickii,Bewick's Wren,Aves,1
Thymophylla pentachaeta,parralena,Plantae,1
Thysanoptera,Thrips,Insecta,1
Tibellus oblongus,Oblong Running Spider,Arachnida,1
Tomarus,Carrot Beetles,Insecta,1
Tomonotus ferruginosus,Oak-leaf Grasshopper,Insecta,1
Trianthema portulacastrum,desert horse purslane,Plantae,1
Trimerotropis cyaneipennis,Blue-winged Grasshopper,Insecta,1
Trimerotropis modesta,Band-winged Grasshoppers,Insecta,1
Tringa semipalmata,Willet,Aves,1
Triops longicaudatus,Longtail Tadpole Shrimp,Animalia,1
Trixis californica,American threefold,Plantae,1
Trombidiformes,Trombidiform Mites,Arachnida,1
Turdus migratorius,American Robin,Aves,1
Tyrannus vociferans,Cassin's Kingbird,Aves,1
Urocyon cinereoargenteus,Gray Fox,Mammalia,1
Urosaurus ornatus,Ornate Tree Lizard,Reptilia,1
Vachellia constricta,whitethorn acacia,Plantae,1
Vanessa,Ladies and Related Admirals,Insecta,1
Vauquelinia californica,Arizona rosewood,Plantae,1
Vicia pulchella,showy vetch,Plantae,1
Vitex agnus-castus,Lilac chaste tree,Plantae,1
Wislizenia refracta,Jackass-clover,Plantae,1
